Date;THigh;TAvg;TLow;DHigh;DAvg;DLow;HHigh;HAvg;HLow;WHigh;WAvg;WLow;PHigh;PLow;Sum
30/09/2019;26,5;20,7;16,8;16,3;14,9;13,5;84;71;51;9,7;1,6;0;1011,51;1007,45;0
01/10/2019;23,9;19,6;16,4;16,8;15,5;14,4;90;78;60;8;0,7;0;1011,85;1004,74;0
02/10/2019;24,3;19,2;14,7;16,3;13,2;6,4;95;71;43;12,9;2,7;0;1005,08;1001,02;1,52
03/10/2019;19,9;16,5;12,2;8,2;3;-3,8;74;43;27;45,1;6,1;0;1013,88;1004,4;0
04/10/2019;16,3;13,2;9,8;9,3;7,7;6,1;81;70;53;14,5;1,1;0;1013,88;1008,81;0
05/10/2019;21,1;14,7;9,3;11;9,2;7,4;89;71;51;12,9;1,9;0;1010,5;1007,11;0
06/10/2019;18,2;15,1;12,4;11,9;10,7;9,5;91;76;61;11,3;2;0;1014,22;1008,81;1,52
07/10/2019;19,2;14,1;11;12,9;11,4;10,3;97;85;62;9,7;1,6;0;1016,26;1006,1;22,35
08/10/2019;18;13,6;11,1;11,5;10,4;9,2;95;82;58;11,3;0,7;0;1018,96;1016,26;0
09/10/2019;13,8;12,9;12,2;12,2;11,1;9,3;98;89;77;9,7;0,7;0;1017,61;1012,87;2,29
10/10/2019;18,8;13,9;10;12,7;11,2;9,5;97;85;65;8;1;0;1019,64;1012,87;0
11/10/2019;19,3;14,7;11,7;12,7;11,3;10,1;93;81;62;6,4;0,5;0;1024,04;1019,64;0
12/10/2019;18,7;14,3;11,1;12,7;11,3;9,7;93;83;65;8;0,6;0;1023,03;1021,33;0
13/10/2019;19,3;15;11,5;13,6;11,8;10,3;94;82;61;9,7;1,1;0;1023,37;1021,33;0
14/10/2019;20,2;16;13,2;13,9;12,9;11,9;92;82;65;8;0,8;0;1022,35;1017,95;0
15/10/2019;16,3;15;12,7;15,4;14,3;9,5;98;95;81;24,1;5,8;0;1017,95;1006,77;35,05
16/10/2019;18,6;14,3;10,6;11,4;9,3;7,6;91;73;56;25,7;2,8;0;1017,95;1010,16;7,11
17/10/2019;18,8;15;11,8;12;10,4;8,2;87;75;63;9,7;1,3;0;1018,96;1016,93;0
18/10/2019;16,5;13,9;12,3;13,8;12,4;11,2;97;91;79;9,7;0,8;0;1017,61;1015,24;0,76
19/10/2019;15,4;13,9;12,8;14,2;13,2;12,5;100;96;89;14,5;3,4;0;1015,58;1013,21;17,27
20/10/2019;18,4;15,6;14,7;15,3;14,1;13,5;97;91;81;24,1;5,9;0;1017,61;1014,56;4,06
21/10/2019;17,6;16,1;14,4;16,2;14,9;13,6;99;93;85;20,9;5,5;0;1021,67;1014,9;61,72
22/10/2019;21,2;16,7;13,7;16,6;14,7;13,1;97;88;74;9,7;0,9;0;1023,03;1020,32;0
23/10/2019;21,4;17;14,3;16,3;15,1;14;100;89;72;6,4;0,4;0;1021;1015,92;0,25
24/10/2019;16,8;14,6;12,9;15;13,8;12,3;98;95;88;16,1;2,8;0;1016,59;1012,87;21,08
25/10/2019;19,4;15,5;13,1;14,1;12,9;11,5;95;85;69;8;0,9;0;1022,69;1015,58;0
26/10/2019;21,9;17;13,3;14,4;12,6;10,9;88;76;54;6,4;1,1;0;1023,37;1020,32;0
27/10/2019;22,1;17,2;14;14,4;13;11,4;89;77;62;4,8;0,4;0;1021,67;1016,59;0
28/10/2019;18,3;15,3;13,4;14,6;13,1;11,3;97;87;76;8;0,6;0;1016,59;1013,55;0,25
29/10/2019;15,7;13,7;12,4;13,9;13;12,1;98;96;87;4,8;0,4;0;1017,27;1013,21;4,83
30/10/2019;13;11,6;10,3;12,7;9,7;6,9;98;89;78;12,9;2,8;0;1020,66;1017,27;0,25
31/10/2019;10,7;9,8;9,1;8;7,2;6,2;90;84;80;8;1,1;0;1020,32;1018,29;0
01/11/2019;12,4;10,2;9,1;8;7,1;5,6;91;81;72;4,8;0,3;0;1019,3;1012,53;0
02/11/2019;10,4;9,1;8,2;8,8;7,8;6,5;98;92;85;4,8;0,2;0;1012,53;1002,37;2,54
03/11/2019;11,6;9,6;8,1;11,4;9,3;7,8;99;99;98;14,5;2,2;0;1002,03;989,5;45,21
04/11/2019;16,9;11,5;6,5;11,6;9,3;6,3;99;87;61;9,7;1,5;0;999,66;992,89;2,29
05/11/2019;15,1;11,7;9,4;11,6;10,2;8,4;97;91;70;12,9;1,5;0;998,31;994,24;9,91
06/11/2019;10,1;8,5;7,2;8,8;7,6;6,7;98;95;83;12,9;1;0;1005,42;997,63;13,46
07/11/2019;10,3;7,7;6,2;8,5;7,1;5,9;98;96;87;16,1;1,5;0;1007,45;1003,73;12,95
08/11/2019;9,8;8,3;7,3;8,6;7,2;6,2;98;93;86;20,9;4,5;0;1004,06;1000;17,02
09/11/2019;12,2;7,9;5,8;7,8;6,4;5,5;99;91;68;8;0,6;0;1009,14;1003,73;0
10/11/2019;11,8;7,6;5,2;6,4;4,7;2,9;95;83;65;9,7;0,6;0;1014,56;1007,45;0,25
11/11/2019;8,6;6,9;5,5;5,6;4,1;1,9;98;83;66;9,7;1,2;0;1014,9;1008,13;14,48
12/11/2019;9,9;7;5,4;8,4;6,1;5;98;95;80;9,7;1,5;0;1008,13;995,94;14,22
13/11/2019;12,1;7,8;4,1;6,9;-0,3;-6,5;99;63;28;25,7;3,6;0;1005,42;995,94;0,25
14/11/2019;9,6;6,8;2,8;5,6;1,6;-2,2;91;70;55;16,1;2,2;0;1009,14;1000,68;2,03
15/11/2019;9,9;7,9;6,3;8,9;7,2;5,8;98;95;77;41,8;5;0;1004,74;995,94;28,45
16/11/2019;8,8;6,8;5,6;7,7;6,1;5,2;98;96;88;8;1,1;0;1012,53;1004,74;4,57
17/11/2019;6,6;5,7;4,9;5,9;5,2;4,3;98;97;88;11,3;1,6;0;1009,48;999,32;24,38
18/11/2019;9,1;6,3;4,6;6,1;4,9;4,1;98;91;76;8;0,8;0;1014,9;1006,1;2,79
19/11/2019;8,5;7,1;5,4;8,2;6,4;4,7;98;96;93;12,9;2,1;0;1015,24;1012,53;34,29
20/11/2019;12,1;9,2;7,8;10,2;8,4;7,4;99;95;85;11,3;1,5;0;1014,9;1010,5;3,56
21/11/2019;11,4;8,7;7,7;9,4;8;7,5;99;96;81;6,4;0,7;0;1012,19;1010,16;0,76
22/11/2019;8,7;8;7,4;8,6;7,7;7,2;99;98;94;16,1;2,5;0;1012,19;1009,48;16,51
23/11/2019;10,9;9,7;8,5;9,1;8,5;7,7;96;92;85;29;10,3;0;1009,48;1002,37;27,94
24/11/2019;12,3;11,1;10,2;9,9;8,8;7,6;93;86;73;24,1;5,2;0;1007,79;1002,71;9,91
25/11/2019;17,4;12,6;9,6;11,4;9,2;7,9;97;81;61;14,5;2;0;1009,14;1006,77;0
26/11/2019;13,2;10,5;8,5;9,5;8,2;6,8;94;86;74;8;0,6;0;1008,81;1006,43;0
27/11/2019;9,8;8,7;8;9,2;8,2;7,7;98;97;90;19,3;2,3;0;1008,81;1001,02;31,75
28/11/2019;10,6;8,2;6,6;9;7,6;6,3;99;97;87;11,3;1,3;0;1005,76;1002,03;0,25
29/11/2019;12,3;7,8;3,7;8,2;6,3;2,4;99;91;72;9,7;1,1;0;1012,19;1005,08;0,51
30/11/2019;11,9;7,7;4,2;5,9;3,6;-0,3;98;77;49;12,9;2,8;0;1021,33;1012,19;0
01/12/2019;7;5,8;4,6;5,7;5;4,1;98;95;89;12,9;1;0;1021,33;1016,26;20,32
02/12/2019;8,8;5,9;3,2;6,9;5,1;2,8;99;94;85;12,9;0,7;0;1021;1013,55;0,76
03/12/2019;9,1;6,9;4,6;6,6;4,2;1,3;92;83;71;8;0,6;0;1026,75;1020,66;0
04/12/2019;7,2;4,4;1,3;1,3;0,1;-0,9;89;74;60;4,8;0,3;0;1026,41;1023,37;0
05/12/2019;7,2;3,7;0,4;1,2;-0,2;-1,5;93;77;55;6,4;0,7;0;1026,41;1023,37;0
06/12/2019;6,3;4,1;1,5;2,3;0,9;-1;85;80;71;4,8;0,5;0;1026,08;1020,32;0
07/12/2019;11,3;5,8;2,8;4,2;2,2;-0,4;95;79;47;9,7;0,8;0;1021;1016,59;0
08/12/2019;10,4;5,8;1,6;5,2;3,4;0,7;95;85;70;8;0,8;0;1021;1014,22;0
09/12/2019;7,1;5,3;3,9;5,6;4,2;1,7;97;93;70;11,3;1;0;1014,22;1005,76;0
10/12/2019;11,9;9;6,3;1,4;-5,8;-12,4;69;37;18;45,1;7,8;0;1021,67;1008,81;0
11/12/2019;6,5;4,5;2,4;-0,1;-1,9;-8,1;81;64;35;6,4;0,6;0;1021,33;1007,79;0
12/12/2019;2,7;0,9;-0,2;1,2;-0,1;-1,3;97;93;80;8;1,2;0;1008,13;1000,68;3,3
13/12/2019;3,2;0,5;-0,4;1,1;-0,4;-1,9;98;94;69;17,7;2,4;0;1000,34;987,13;8,89
14/12/2019;11,3;6,6;0,8;2,6;-0,4;-3,7;84;62;47;9,7;1,9;0;1009,48;992,21;4,83
15/12/2019;8,1;5,8;3,2;5,7;3,2;0,7;97;84;72;8;1,1;0;1018,63;1009,48;1,02
16/12/2019;7,2;6,4;5,6;6,7;5,9;5,1;98;97;93;6,4;0,6;0;1021;1018,29;4,32
17/12/2019;9;7,6;6,4;8,8;7;5,8;99;96;93;6,4;0,3;0;1019,98;1017,27;12,19
18/12/2019;9,6;8,8;8;9,4;8,6;7,8;99;99;99;4,8;0,5;0;1023,37;1019,3;3,56
19/12/2019;10,1;9,4;8,9;9,5;9;8,7;99;98;95;8;1;0;1023,03;1014,56;14,48
20/12/2019;9,3;8,7;7,8;9,1;8,4;7,6;99;99;96;37;6,5;0;1014,56;995,26;36,07
21/12/2019;10,6;8,5;6,5;10;8;5,8;100;97;78;12,9;2;0;998,31;990,86;21,59
22/12/2019;11,1;8,3;5,7;7,5;5,3;-0,3;98;83;49;14,5;3,8;0;994,58;985,78;10,16
23/12/2019;13,8;10,7;7,3;2,7;-0,7;-2,8;60;45;34;22,5;7,9;0;1013,88;994,58;0
24/12/2019;11,3;9,3;6,5;1,2;-1,8;-5,3;62;46;33;17,7;4,3;0;1015,92;1011,85;0
25/12/2019;15,5;12,3;9,9;3,6;-2,2;-5,7;51;37;27;24,1;6,1;0;1016,93;1012,53;0
26/12/2019;11,4;8;5,1;1,5;-0,8;-4,8;68;54;33;14,5;0,7;0;1022,01;1016,93;0
27/12/2019;9,4;5,9;3,4;1,4;-0,5;-2,7;80;64;52;4,8;0,6;0;1026,08;1020,32;0
28/12/2019;8,3;5,7;3,2;3,8;2,1;-0,1;91;78;71;8;0,8;0;1033,19;1026,08;0
29/12/2019;5,7;3,4;1,6;3,4;2,1;0,8;98;91;84;9,7;1;0;1035,22;1031,49;0
30/12/2019;6,3;2,6;0,4;3,1;1,3;-0,4;98;91;79;9,7;1,2;0;1036,91;1034,2;0
31/12/2019;9,5;4,7;0,2;3,1;1,2;-0,4;96;79;60;6,4;0,6;0;1033,86;1028,45;0,25
01/01/2020;9,7;6,3;3,7;1,6;-0,6;-2,4;77;62;47;11,3;1;0;1032,85;1028,45;0
02/01/2020;9,3;5,3;1,9;2,2;0,5;-2,4;81;71;60;6,4;0,9;0;1033,53;1030,14;0
03/01/2020;9;6,1;2,7;1,7;-0,1;-1,3;85;66;51;6,4;0,7;0;1030,14;1024,38;0
04/01/2020;14,4;8,7;3,2;3,4;-0,6;-7,3;74;55;23;22,5;3,1;0;1025,06;1021;0
05/01/2020;13,9;9,2;5;2,3;-1,1;-7,5;82;51;23;11,3;1,6;0;1031,16;1021,33;0
06/01/2020;7,5;4,8;2,6;2,2;1;-0,4;87;77;64;8;1;0;1031,49;1027,77;0
07/01/2020;6,4;2,5;-1,4;1,9;0,4;-2,5;96;87;73;6,4;0,7;0;1030,14;1025,06;0
08/01/2020;9,2;4,5;0,4;2,8;0,2;-1,6;91;75;52;6,4;0,4;0;1031,49;1029,12;0
09/01/2020;11,1;6,7;1,8;3,6;0,1;-3,7;76;64;44;12,9;1,1;0;1029,12;1024,04;0
10/01/2020;9,2;6,9;4;4,6;3,4;1,7;89;79;69;8;0,7;0;1025,74;1022,35;0
11/01/2020;12;7,3;3,3;4,2;1,9;-2,1;90;71;48;6,4;0,7;0;1028,78;1025,4;0
12/01/2020;9,3;6,3;3,4;2,6;-0,1;-2,7;85;65;49;8;0,9;0;1029,12;1025,06;0
13/01/2020;7,3;4;1;1,5;0,4;-0,7;91;78;64;8;0,5;0;1027,09;1023,71;0
14/01/2020;7;3,8;1,6;1,7;0,5;-0,7;91;80;63;6,4;0,7;0;1027,43;1023,71;0
15/01/2020;5,1;4;2,8;3,5;2,3;1,2;92;89;84;6,4;0,6;0;1029,12;1027,09;0
16/01/2020;8,6;5,3;3;4,8;2,8;1,6;94;85;74;8;0,9;0;1031,83;1028,45;0
17/01/2020;10,8;6,3;2,9;3,3;2,3;1,1;92;76;58;6,4;0,7;0;1028,45;1021;1,27
18/01/2020;8;4,6;2,4;5,9;3,5;1,8;98;93;84;8;1,1;0;1023,37;1021;18,29
19/01/2020;8,9;4,7;2,2;4,1;0,6;-8,8;98;76;36;8;1,2;0;1034,54;1023,37;0
20/01/2020;8,7;4,9;2,1;-3,2;-7;-9,8;64;43;30;12,9;1,6;0;1044,02;1034,54;0
21/01/2020;7,6;3,3;0,3;-0,5;-3,8;-6,2;76;61;39;6,4;0,4;0;1044,02;1037,93;0
22/01/2020;9;5;0,3;-2,1;-4,1;-6,7;65;53;40;9,7;0,8;0;1037,93;1028,78;0
23/01/2020;9,2;4,6;1,6;-0,7;-2,1;-4,7;79;63;43;12,9;1,5;0;1031,83;1028,78;0
24/01/2020;8,2;4,3;1,3;1,1;-1,2;-2,9;79;68;52;6,4;0,5;0;1028,78;1024,72;0
25/01/2020;9,1;5;1,8;3,3;0,7;-0,9;85;74;64;4,8;0,6;0;1025,74;1022,01;0
26/01/2020;10,2;6,3;4,2;3,5;2,1;1,2;84;75;59;9,7;0,9;0;1022,35;1018,63;0
27/01/2020;10,7;6,3;2,2;4,4;2,6;0,6;92;78;59;6,4;0,5;0;1019,3;1013,21;2,03
28/01/2020;9,1;6;4,9;6,9;3,8;-3,2;97;88;42;12,9;2,1;0;1013,21;1003,73;1,78
29/01/2020;13,2;8,4;3,4;2,5;-0,2;-3,6;83;57;37;17,7;4,9;0;1014,9;1006,1;0
30/01/2020;10,9;7,7;4,1;3,9;-0,4;-5,3;93;59;36;11,3;1,5;0;1018,96;1014,56;0
31/01/2020;13,6;8,4;4,2;6,4;3,5;-0,1;90;73;52;12,9;1,6;0;1019,3;1016,93;0
01/02/2020;16,3;9,1;4,3;8,9;7,4;5,1;87;87;68;14,5;1,7;0;1019,64;1019,3;0
02/02/2020;8,82;8,83;6,12;-10,85;-16,95;-19,5;26,33;7;3,67;75,1;25,05;0;1025,92;1011,62;0
03/02/2020;9,37;8,23;5,27;-8,2;-13,8;-16,9;36,33;17;10,67;57,4;18,6;0;1026,42;1015,01;0
04/02/2020;10;8;4,4;-3,8;-9,9;-14,1;53;29;17;46,7;14,4;0;1025,74;1016,59;0
05/02/2020;10,3;6,3;3,6;-6,4;-9;-12,1;43;33;26;8;1,2;0;1029,8;1025,4;0
06/02/2020;11,1;6,8;2,7;1,5;-3,6;-8,9;73;49;31;11,3;1,5;0;1026,75;1023,37;0
07/02/2020;10,2;6,4;3,9;2,1;0,4;-1,1;77;66;56;9,7;0,7;0;1028,78;1026,41;0
08/02/2020;9,9;6,1;3,4;4,2;1,9;-0,2;90;75;62;11,3;1,2;0;1030,48;1024,72;0,76
09/02/2020;11,1;6,9;4,9;7;4,9;3,7;97;88;70;12,9;1,9;0;1024,72;1006,77;0,51
10/02/2020;16,7;12,3;5,7;3,8;-2,5;-8,9;81;41;20;30,6;7,7;0;1012,19;1004,4;0
11/02/2020;13,7;10,6;7,8;-8,3;-9,4;-10,6;31;24;18;24,1;7,8;0;1018,29;1012,19;0
12/02/2020;11,1;7,2;2,1;3,6;-3,2;-9,8;91;51;28;9,7;1,7;0;1020,32;1012,53;1,78
13/02/2020;15,4;8,2;2,4;5,6;2,7;-1,1;94;71;45;14,5;2;0;1023,71;1012,53;0,25
14/02/2020;12,4;9,4;5,9;4,7;1,7;-2,6;83;60;44;8;1;0;1027,43;1023,71;0
15/02/2020;11,8;8,7;4,6;6,1;4,4;2,4;87;75;60;6,4;0,4;0;1028,45;1026,08;0
16/02/2020;10,2;8,3;6,6;7,6;6,1;3,9;97;86;78;4,8;0,4;0;1026,75;1021,33;1,52
17/02/2020;13,6;8,8;4,7;8,3;6,8;4,3;98;88;56;8;1;0;1023,71;1021,33;0
18/02/2020;13,1;9,4;6,2;7,3;2;-7,7;95;64;30;17,7;3,5;0;1022,69;1016,59;0,25
19/02/2020;12,6;8,2;3,8;-1,7;-4,6;-7,7;58;41;29;11,3;1,1;0;1024,72;1021;0
20/02/2020;13,8;8,5;3,9;1,7;-0,8;-3,7;73;53;40;9,7;1,4;0;1027,77;1021;0
21/02/2020;13,7;8,9;5,2;2,9;2;1,2;77;63;47;8;1;0;1032,17;1027,43;0
22/02/2020;15,2;10,3;6,6;8,7;4,5;1,1;88;68;52;12,9;2,9;0;1029,46;1019,98;0
23/02/2020;17,8;11,3;6,7;10,2;6,8;3,8;91;75;54;17,7;3,4;0;1019,98;1015,58;0
24/02/2020;11,8;9,9;8,5;8,8;7,6;6,8;91;86;78;9,7;1;0;1015,58;1001,02;0
25/02/2020;12,4;7,9;4,8;7,3;-0,9;-13,5;95;61;20;37;7;0;1007,79;996,28;0
26/02/2020;10,2;6,4;2,4;-2,4;-6,3;-9;60;41;27;16,1;3,3;0;1010,84;1002,71;0
27/02/2020;13,6;9;4,4;-2,4;-11,2;-15,8;60;25;12;30,6;6,3;0;1018,96;1004,74;0
28/02/2020;9,1;7,1;4,1;3,1;-4,5;-11,6;93;48;24;14,5;1,6;0;1018,63;1010,84;0
01/03/2020;7,2;5;3,8;4,8;4;2,9;97;93;83;11,3;0,6;0;1010,84;1002,03;3,3
02/03/2020;6,7;4,9;2,3;5,7;4;1,7;98;95;77;29;5,1;0;1002,71;988,83;45,21
03/03/2020;11,9;6,7;3,8;6,9;4;-2,2;98;84;51;16,1;3;0;1004,4;990,52;1,52
04/03/2020;11,8;7,5;3,5;4,3;0,2;-5,8;97;63;36;9,7;1,4;0;1012,87;1004,4;0
05/03/2020;8,6;5,5;1,6;3,4;2;-0,3;96;79;54;12,9;1,8;0;1012,53;999,32;11,18
06/03/2020;8,5;4,4;1,4;5;2,9;0,8;98;90;76;12,9;2;0;1004,4;997,63;2,79
07/03/2020;14,4;9;3,9;6,8;-0,9;-7,4;93;57;23;25,7;4;0;1018,96;1004,4;0
08/03/2020;13;8,6;2,9;1,4;-2,7;-7,7;65;46;32;11,3;1,4;0;1021;1015,58;0
09/03/2020;10;7,4;5,9;3,2;1,9;0,3;80;69;58;12,9;1,5;0;1016,26;1011,18;0
10/03/2020;15,6;9,7;5,6;3,1;-0,1;-5,1;82;53;25;12,9;1,5;0;1017,95;1014,56;0
11/03/2020;19,3;12,5;6,7;8,3;3,6;-0,4;80;56;40;6,4;0,9;0;1020,32;1015,24;0
12/03/2020;12,4;10,8;8,9;9,4;8,1;5,7;89;83;73;9,7;1,6;0;1020,32;1015,92;0
13/03/2020;17,8;13;10,2;10,6;9,6;8,6;93;81;61;11,3;2;0;1015,92;1011,18;0
14/03/2020;11,5;8,7;6,9;9,4;6,4;3,2;96;86;67;16,1;2,1;0;1021,33;1014,22;11,18
15/03/2020;10,5;7,8;5,9;5,3;4,1;2,8;88;78;68;8;0,9;0;1024,72;1021,33;0
16/03/2020;13,9;9,1;4,2;3,9;2,6;0,4;88;65;48;12,9;1,3;0;1028,78;1023,71;0
17/03/2020;16,3;10,8;5,5;5,5;3,5;1,4;77;61;47;8;0,8;0;1030,48;1027,43;0
18/03/2020;18,4;13,1;7,6;6,6;4,7;3,2;75;58;39;8;0,9;0;1028,78;1024,72;0
19/03/2020;19,7;14,8;9,9;6,8;4,9;3,3;65;53;37;9,7;1,1;0;1025,74;1021;0
20/03/2020;17,7;14,6;11,1;8,8;6,5;4,5;68;58;50;11,3;1,7;0;1021,67;1017,95;0
21/03/2020;17,8;14,7;10,7;8,8;6,7;5,4;88;60;46;9,7;2,6;0;1014,56;1010,84;0
22/03/2020;11,2;9,7;7,6;9;5,6;-0,2;97;77;57;14,5;3;0;1022,69;1013,55;0
23/03/2020;7,6;3,6;1,9;-0,4;-3,5;-4,7;68;60;54;22,5;4,1;0;1028,11;1022,69;0
24/03/2020;10,2;5,3;1,3;-3,2;-4,6;-6,6;67;50;33;14,5;2,1;0;1026,41;1021,33;0
25/03/2020;6,4;3,3;1,4;-0,3;-2,5;-4,1;85;66;50;12,9;2,1;0;1023,37;1017,95;0
26/03/2020;7,3;3,2;-0,6;-0,4;-3;-5,6;83;64;48;12,9;2,2;0;1018,29;1014,22;0
27/03/2020;12,7;8,3;3,8;4,3;1,2;-2,3;76;62;47;9,7;2,3;0;1017,61;1014,56;0
28/03/2020;17,5;12,5;8,4;5,7;4,3;2,8;75;58;44;12,9;1,8;0;1017,61;1011,18;0
29/03/2020;17,8;13,3;9,5;6,8;5;3,9;70;58;41;11,3;1,4;0;1012,53;1008,81;0
30/03/2020;12,8;9,8;5,3;7,6;6,1;4,2;93;79;59;22,5;3,7;0;1016,59;1009,48;6,35
31/03/2020;6,3;3,7;1,6;4,4;0,1;-2,2;96;79;55;14,5;4;0;1023,37;1016,59;4,57
01/04/2020;8,2;4,9;2;-0,2;-2,2;-3,8;78;61;48;11,3;1,8;0;1023,37;1017,27;0
02/04/2020;12,8;6,9;1,7;0,1;-1,8;-3,7;72;55;34;9,7;1,2;0;1017,95;1010,84;0
03/04/2020;15,6;9,7;4,2;2,4;0,1;-2,7;65;52;38;11,3;1,3;0;1016,26;1011,18;0
04/04/2020;17;12;6,6;4,2;2;0,9;71;51;36;11,3;1,7;0;1022,35;1016,26;0
05/04/2020;18;13,1;9,6;3,2;1,6;0,1;56;46;34;12,9;1,9;0;1024,72;1021;0
06/04/2020;19,6;14,9;9,8;4,6;2,3;0,7;56;44;32;12,9;1,6;0;1026,41;1024,04;0
07/04/2020;20,8;15,7;9,6;4,9;2,7;0,8;64;43;27;12,9;2,1;0;1028,11;1025,4;0
08/04/2020;20,8;15,9;11,3;3,9;0,4;-3,6;53;36;23;9,7;1,5;0;1027,77;1022,01;0
09/04/2020;22,4;17,1;11,9;3,4;0,1;-3,2;44;32;24;9,7;1,6;0;1023,03;1018,63;0
10/04/2020;23,6;18,5;12,6;3,1;-0,1;-3,1;40;30;18;9,7;1,2;0;1021,67;1018,63;0
11/04/2020;24,4;19;13,3;4,7;-0,1;-4,6;38;28;18;11,3;1,9;0;1020,66;1017,95;0
12/04/2020;23,2;17,8;13,6;0,2;-3,3;-6,7;38;24;16;14,5;2,6;0;1019,64;1014,22;0
13/04/2020;20,4;16,7;13,6;4,1;-0,4;-4,5;52;32;26;11,3;3,2;0;1015,24;1010,16;0
14/04/2020;21,3;14,6;8,2;8,2;0,8;-16,8;81;50;5;40,2;7,7;0;1020,66;1008,47;0
15/04/2020;15,7;10,2;6,4;5,3;2,9;0,3;83;62;44;14,5;2,5;0;1025,06;1020,66;0
16/04/2020;19,9;13,7;7,8;5,9;3,6;2,2;69;52;34;8;1,2;0;1024,38;1017,27;0
17/04/2020;21,2;15,9;9,7;5,2;1,5;-2,3;53;39;26;14,5;2;0;1018,63;1014,9;0
18/04/2020;22,2;16,8;11,1;10,5;7,6;3,9;74;56;40;11,3;1,8;0;1016,59;1012,53;0
19/04/2020;21,6;16,5;11,1;12,1;10,7;9,1;89;70;51;11,3;1,7;0;1013,55;1009,82;0,25
20/04/2020;14,4;12,5;10;12,6;11,1;9,1;97;92;78;11,3;2,1;0;1012,87;1009,14;11,68
21/04/2020;12,3;10,2;8,7;9,7;8,8;8,2;98;92;80;11,3;1,8;0;1015,92;1011,85;4,32
22/04/2020;19,5;14,4;9,8;8,3;4,3;1,3;85;53;34;14,5;2,3;0;1017,61;1014,9;0
23/04/2020;20;15,3;8,9;7,2;5,5;3,8;77;53;42;11,3;1,6;0;1018,29;1015,24;0
24/04/2020;22,3;17,4;12,7;10,3;7,7;5,5;65;54;40;11,3;1,9;0;1016,93;1008,13;0
25/04/2020;23,2;17,2;11,2;13;9,9;6,4;82;63;49;12,9;2,3;0;1009,14;1004,06;0
26/04/2020;21,3;16,2;12,4;11,7;9;7,2;80;64;42;11,3;2,1;0;1009,14;1006,1;0
27/04/2020;19,9;15,8;13,2;12;10,7;9,3;82;73;58;9,7;1,7;0;1011,51;1008,81;0
28/04/2020;17,7;14,8;12,1;11,9;10,9;10,1;95;78;63;16,1;3,1;0;1010,16;1006,1;7,37
29/04/2020;21,8;14,7;11,1;12,6;10,8;9,1;97;79;46;16,1;2,7;0;1008,13;1004,06;7,62
30/04/2020;18,3;14;11,3;12,6;10,6;8,9;98;81;60;12,9;2,2;0;1009,48;1004,06;12,45
01/05/2020;17,9;14;9,7;12,2;10,5;8,8;98;81;60;12,9;1,2;0;1006,43;1004,06;0
02/05/2020;23,6;15,8;10,7;11,1;8,6;4,7;85;66;32;16,1;2,8;0;1006,43;1004,06;0
03/05/2020;21,7;18,8;14,8;11,3;8,6;6,4;70;52;39;14,5;4,2;0;1015,58;1011,18;0
04/05/2020;22,7;17,3;12,1;8,2;5,6;2,5;63;47;36;14,5;2,3;0;1018,29;1013,21;0
05/05/2020;22,9;17,1;12,4;12,9;9,3;4,3;85;61;47;9,7;1,6;0;1014,56;1009,48;0
06/05/2020;19,8;15,9;12;13,9;12,1;11;95;79;60;20,9;3,6;0;1017,95;1010,5;0
07/05/2020;23,1;17,4;11,5;11,1;9;6,9;84;60;40;9,7;1,4;0;1021;1017,95;0
08/05/2020;25,1;19,9;14,5;10,5;8,1;4,4;60;48;32;9,7;1,4;0;1020,32;1014,9;0
09/05/2020;25,7;20,1;14,5;9,5;6,3;2,9;56;41;32;12,9;2,4;0;1015,92;1010,16;0
10/05/2020;23,8;18,6;14,2;13,7;11,4;8,8;88;65;43;11,3;2,2;0;1011,51;1005,76;2,29
11/05/2020;15,8;12,8;11,5;13,7;12,3;11,2;99;97;86;19,3;5,1;0;1005,76;1001,02;49,78
12/05/2020;22,3;15,8;10,7;14,6;12,7;10,6;99;84;55;11,3;1,7;0;1011,18;1003,39;0,25
13/05/2020;13,8;12,8;11,8;13;12;11,2;98;96;89;12,9;2,4;0;1012,19;1006,77;7,87
14/05/2020;21,9;17,3;12,9;15,3;13,6;12,3;97;81;58;12,9;2;0;1007,79;1002,71;8,38
15/05/2020;20;14,8;12,3;16,6;13,5;12,1;99;93;69;19,3;3,2;0;1014,22;1002,03;64,52
16/05/2020;19,7;16,5;14,6;15,2;13,5;12,3;90;83;72;16,1;2,1;0;1017,95;1014,22;0
17/05/2020;23,4;17,3;12,8;15,8;14;12,5;98;82;57;11,3;1,4;0;1018,29;1014,9;12,45
18/05/2020;26,1;21,5;16,4;16,9;14,8;13,5;91;67;50;12,9;2,7;0;1019,64;1014,56;2,29
19/05/2020;22,6;18,4;15,3;16,2;14,3;12,6;95;78;57;17,7;3,6;0;1015,58;1011,85;3,3
20/05/2020;26,3;20;13,7;15,9;14,5;13;97;73;46;12,9;2,1;0;1014,9;1010,16;0,25
21/05/2020;26,1;20,7;15,3;14,1;12,4;11;78;60;45;11,3;2;0;1018,96;1014,9;0
22/05/2020;26,2;21,7;16,8;15,8;13,3;11,2;74;60;48;9,7;1,1;0;1021,67;1018,63;0
23/05/2020;26,2;20,4;15,7;18,6;15,1;13,6;98;74;51;14,5;2,1;0;1021,67;1016,93;10,92
